model_execution_id,unique_id,invocation_id,generated_at,created_at,name,message,status,resource_type,execution_time,execute_started_at,execute_completed_at,compile_started_at,compile_completed_at,rows_affected,full_refresh,compiled_code,failures,query_id,thread_id,materialization,adapter_response
f505f1b2-6ee0-4720-955d-cd2745866152.model.elementary.anomaly_threshold_sensitivity,model.elementary.anomaly_threshold_sensitivity,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,anomaly_threshold_sensitivity,CREATE VIEW,success,model,0.6736366748809814,2024-02-20T09:23:27.013733Z,2024-02-20T09:23:27.485075Z,2024-02-20T09:23:26.922662Z,2024-02-20T09:23:26.950184Z,-1,false,"

with metrics_anomaly_score as (

    select * from ""postgres"".""transformed_elementary"".""metrics_anomaly_score""

),

score_sensitivity as (

    select
        full_table_name,
        column_name,
        metric_name,
        latest_metric_value,
        training_avg as metric_avg,
        training_stddev as metric_stddev,
        anomaly_score,
        case when abs(anomaly_score) >= 1.5 then true else false end as ""is_anomaly_1_5"",
        case when abs(anomaly_score) >= 2 then true else false end as ""is_anomaly_2"",
        case when abs(anomaly_score) >= 2.5 then true else false end as ""is_anomaly_2_5"",
        case when abs(anomaly_score) >= 3 then true else false end as ""is_anomaly_3"",
        case when abs(anomaly_score) >= 3.5 then true else false end as ""is_anomaly_3_5"",
        case when abs(anomaly_score) >= 4 then true else false end as ""is_anomaly_4"",
        case when abs(anomaly_score) >= 4.5 then true else false end as ""is_anomaly_4_5""
    from metrics_anomaly_score
    where abs(anomaly_score) >= 1.5

)

select * from score_sensitivity",,,Thread-3 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.elementary.information_schema_columns,model.elementary.information_schema_columns,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,information_schema_columns,CREATE VIEW,success,model,0.8162355422973633,2024-02-20T09:23:27.231942Z,2024-02-20T09:23:27.627682Z,2024-02-20T09:23:26.848664Z,2024-02-20T09:23:27.219943Z,-1,false,"

    
  
    
  

  with dbt_models_data as (
      select
          database_name,
          schema_name,
          alias as table_name
      from ""postgres"".""transformed_elementary"".""dbt_models""
  ),

  dbt_snapshots_data as (
      select
          database_name,
          schema_name,
          alias as table_name
      from ""postgres"".""transformed_elementary"".""dbt_snapshots""
  ),

  dbt_sources_data as (
      select
          database_name,
          schema_name,
          name as table_name
      from ""postgres"".""transformed_elementary"".""dbt_sources""
  ),

  dbt_seeds_data as (
      select
          database_name,
          schema_name,
          name as table_name
      from ""postgres"".""transformed_elementary"".""dbt_seeds""
  ),

  tables_information as (
      select * from dbt_models_data
      union all
      select * from dbt_sources_data
      union all
      select * from dbt_snapshots_data
      union all
      select * from dbt_seeds_data
  ),

  columns_information as (
      
    
    
    
        (
    select
        upper(table_catalog || '.' || table_schema || '.' || table_name) as full_table_name,
        upper(table_catalog) as database_name,
        upper(table_schema) as schema_name,
        upper(table_name) as table_name,
        upper(column_name) as column_name,
        data_type
    from information_schema.columns
    where upper(table_schema) = upper('public')
    
)
        
            union all
        
    
        (
    select
        upper(table_catalog || '.' || table_schema || '.' || table_name) as full_table_name,
        upper(table_catalog) as database_name,
        upper(table_schema) as schema_name,
        upper(table_name) as table_name,
        upper(column_name) as column_name,
        data_type
    from information_schema.columns
    where upper(table_schema) = upper('transformed')
    
)
        
    



  ),

  information_schema_columns as (
      select col_info.*
      from tables_information tbl_info
      join columns_information col_info
          on (lower(tbl_info.database_name) = lower(col_info.database_name) and
              lower(tbl_info.schema_name) = lower(col_info.schema_name) and
              lower(tbl_info.table_name) = lower(col_info.table_name)
          )
  )

  select *
  from information_schema_columns

",,,Thread-5 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.int_join_with_run_results,model.view_selection_tool.int_join_with_run_results,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,int_join_with_run_results,CREATE VIEW,success,model,0.40125465393066406,2024-02-20T09:23:27.610678Z,2024-02-20T09:23:27.869845Z,2024-02-20T09:23:27.542128Z,2024-02-20T09:23:27.572678Z,-1,false,"WITH


relevant_package_only AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),


dbt_run_results AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_dbt_run_results""

),

joined AS (

    SELECT
        p.model_id,
        p.alias,
        p.database_name,
        p.schema_name,
        r.invocation_id,
        r.rows_affected,
        r.materialization,
        r.compiled_code,
        r.compile_completed_at

    FROM relevant_package_only p
    JOIN dbt_run_results r
    ON p.model_id = r.model_id

)

    SELECT * FROM joined",,,Thread-8 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.fct_destination_nodes,model.view_selection_tool.fct_destination_nodes,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,fct_destination_nodes,SELECT 1,success,model,0.5328216552734375,2024-02-20T09:23:27.581678Z,2024-02-20T09:23:27.997905Z,2024-02-20T09:23:27.512606Z,2024-02-20T09:23:27.562688Z,1,false,"WITH

all_models AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),

referenced_models AS (

    SELECT
        JSONB_ARRAY_ELEMENTS_TEXT(depends_on_nodes::JSONB) AS referenced_model_id

    FROM all_models

),

unique_referenced_models AS (

    SELECT DISTINCT
        referenced_model_id

    FROM referenced_models

),

destination_models AS (

    SELECT
        model_id

    FROM all_models

    WHERE model_id NOT IN
          (SELECT referenced_model_id FROM unique_referenced_models)

)

    SELECT * FROM destination_models",,,Thread-2 (worker),table,"{""_message"": ""SELECT 1"", ""code"": ""SELECT"", ""rows_affected"": 1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.fct_model_dependencies,model.view_selection_tool.fct_model_dependencies,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,fct_model_dependencies,SELECT 11,success,model,0.5323052406311035,2024-02-20T09:23:27.594681Z,2024-02-20T09:23:28.003903Z,2024-02-20T09:23:27.526607Z,2024-02-20T09:23:27.567679Z,11,false,"WITH

including_irrelevant_cols AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),

model_dependencies AS (

    SELECT
        model_id,
        depends_on_nodes,
        '""' || database_name || '"".""' || schema_name || '"".""' || alias || '""'
        AS compiled_code_reference

    FROM including_irrelevant_cols

)

    SELECT * FROM model_dependencies",,,Thread-4 (worker),table,"{""_message"": ""SELECT 11"", ""code"": ""SELECT"", ""rows_affected"": 11}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.elementary.enriched_columns,model.elementary.enriched_columns,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,enriched_columns,CREATE VIEW,success,model,0.36518311500549316,2024-02-20T09:23:27.711831Z,2024-02-20T09:23:28.009902Z,2024-02-20T09:23:27.670727Z,2024-02-20T09:23:27.698265Z,-1,false,"


with information_schema_columns as (
    select
        lower(database_name) as database_name,
        lower(schema_name) as schema_name,
        lower(table_name) as table_name,
        lower(column_name) as name,
        data_type
    from ""postgres"".""transformed_elementary"".""information_schema_columns""
),

dbt_columns as (
    select
        lower(database_name) as database_name,
        lower(schema_name) as schema_name,
        lower(table_name) as table_name,
        lower(name) as name,
        description
    from ""postgres"".""transformed_elementary"".""dbt_columns""
)

select
    database_name,
    schema_name,
    table_name,
    name,
    data_type,
    description
from information_schema_columns
left join dbt_columns using (database_name, schema_name, table_name, name)",,,Thread-1 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.int_only_materialized_models,model.view_selection_tool.int_only_materialized_models,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,int_only_materialized_models,CREATE VIEW,success,model,0.2792351245880127,2024-02-20T09:23:28.048902Z,2024-02-20T09:23:28.229080Z,2024-02-20T09:23:27.984908Z,2024-02-20T09:23:28.014905Z,-1,false,"WITH


all_materializations AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_join_with_run_results""

),

relevant_models_only AS (

    SELECT
        model_id,
        alias,
        database_name,
        schema_name,
        invocation_id,
        rows_affected,
        materialization

    FROM all_materializations

    WHERE materialization IN ('table', 'incremental', 'materialized_view')

)

    SELECT * FROM relevant_models_only",,,Thread-5 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.fct_all_models_plus_code,model.view_selection_tool.fct_all_models_plus_code,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,fct_all_models_plus_code,SELECT 11,success,model,0.3813669681549072,2024-02-20T09:23:28.032908Z,2024-02-20T09:23:28.328678Z,2024-02-20T09:23:27.971847Z,2024-02-20T09:23:28.011902Z,11,false,"WITH

including_other_cols AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_join_with_run_results""

),

most_recent_compiled_code_per_model AS (

    SELECT
        model_id,
        MAX(compile_completed_at) as latest_compiled_at

    FROM including_other_cols

    GROUP BY model_id

),

only_model_ids_plus_most_recent_code AS (

    SELECT
        i.model_id,
        i.compiled_code

    FROM including_other_cols i
    JOIN most_recent_compiled_code_per_model m ON i.model_id = m.model_id
    AND i.compile_completed_at = m.latest_compiled_at

)

    SELECT * FROM only_model_ids_plus_most_recent_code",,,Thread-3 (worker),table,"{""_message"": ""SELECT 11"", ""code"": ""SELECT"", ""rows_affected"": 11}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.int_include_monitoring_id,model.view_selection_tool.int_include_monitoring_id,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,int_include_monitoring_id,CREATE VIEW,success,model,0.19165420532226562,2024-02-20T09:23:28.302125Z,2024-02-20T09:23:28.448266Z,2024-02-20T09:23:28.266604Z,2024-02-20T09:23:28.296126Z,-1,false,"WITH

without_monitoring_id AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_only_materialized_models""

),

including_monitoring_id AS (

    SELECT
        model_id,
        invocation_id,
        invocation_id || '.' || '""' || database_name || '"".""' || schema_name || '"".""' || alias || '""'
        AS monitoring_id,
        rows_affected,
        materialization

    FROM without_monitoring_id
)

    SELECT * FROM including_monitoring_id",,,Thread-8 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.int_maintenance_fractions,model.view_selection_tool.int_maintenance_fractions,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,int_maintenance_fractions,CREATE VIEW,success,model,0.14771008491516113,2024-02-20T09:23:28.489829Z,2024-02-20T09:23:28.610485Z,2024-02-20T09:23:28.473829Z,2024-02-20T09:23:28.485828Z,-1,false,"WITH

rows_affected_per_run AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_include_monitoring_id""

),

row_counts_per_model AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_data_monitoring_metrics""

),

maintenenace_fractions AS (

    SELECT
        row_affected.model_id,
        row_affected.invocation_id,
        row_affected.rows_affected,
        row_affected.materialization,
        row_counts.row_count,
        CASE
            WHEN row_counts.row_count = 0 THEN NULL
            ELSE row_affected.rows_affected / row_counts.row_count
        END as maintenance_fraction

    FROM rows_affected_per_run row_affected
    JOIN row_counts_per_model row_counts
    ON row_affected.monitoring_id = row_counts.monitoring_id

)

    SELECT * FROM maintenenace_fractions",,,Thread-2 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.view_selection_tool.fct_avg_maintenance_fractions,model.view_selection_tool.fct_avg_maintenance_fractions,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,fct_avg_maintenance_fractions,SELECT 3,success,model,0.18716812133789062,2024-02-20T09:23:28.648069Z,2024-02-20T09:23:28.810184Z,2024-02-20T09:23:28.631083Z,2024-02-20T09:23:28.644071Z,3,false,"WITH

all_maintenance_fractions AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_maintenance_fractions""

),

average_maintenance_fractions AS (

    SELECT
        model_id,
        avg(rows_affected) AS avg_rows_affected,
        avg(row_count) AS avg_row_count,
        avg(maintenance_fraction) AS avg_maintenance_fraction

    FROM all_maintenance_fractions

    GROUP BY model_id

)

SELECT * FROM average_maintenance_fractions",,,Thread-1 (worker),table,"{""_message"": ""SELECT 3"", ""code"": ""SELECT"", ""rows_affected"": 3}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.dbt_chatGPT_suggestion.int_transactions_and_accounts_and_groups_joined,model.dbt_chatGPT_suggestion.int_transactions_and_accounts_and_groups_joined,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,int_transactions_and_accounts_and_groups_joined,SELECT 99,success,model,10.152553081512451,2024-02-20T09:23:26.999726Z,2024-02-20T09:23:36.981518Z,2024-02-20T09:23:26.916664Z,2024-02-20T09:23:26.947192Z,99,false,"WITH

transactions AS (

    SELECT * FROM ""postgres"".""transformed"".""int_union_of_transactions""

),

accounts_and_groups_joined AS (

    SELECT * FROM ""postgres"".""transformed"".""int_accounts_and_groups_joined""

),

joined AS (

    SELECT
        t.amount,
        a.account_description,
        a.group_id

    FROM transactions AS t
    INNER JOIN accounts_and_groups_joined AS a
    ON t.account_id = a.account_id

)

SELECT * FROM joined",,,Thread-6 (worker),table,"{""_message"": ""SELECT 99"", ""code"": ""SELECT"", ""rows_affected"": 99}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.dbt_chatGPT_suggestion.int_grouped_on_group_id,model.dbt_chatGPT_suggestion.int_grouped_on_group_id,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,int_grouped_on_group_id,CREATE VIEW,success,model,0.09937572479248047,2024-02-20T09:23:37.007927Z,2024-02-20T09:23:37.091292Z,2024-02-20T09:23:36.997919Z,2024-02-20T09:23:37.004921Z,-1,false,"WITH

transactions_and_accounts_and_groups AS (

    SELECT * FROM ""postgres"".""transformed"".""int_transactions_and_accounts_and_groups_joined""

),

grouped_on_group_id AS (

    SELECT
        group_id,
        SUM(amount) AS total_amount,
        'fixed_value' AS account_description

    FROM transactions_and_accounts_and_groups

    GROUP BY group_id

)

SELECT * FROM grouped_on_group_id",,,Thread-7 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
f505f1b2-6ee0-4720-955d-cd2745866152.model.dbt_chatGPT_suggestion.grouped_transactions_unioned_with_original,model.dbt_chatGPT_suggestion.grouped_transactions_unioned_with_original,f505f1b2-6ee0-4720-955d-cd2745866152,2024-02-20 09:23:40,2024-02-20 09:23:40.318075,grouped_transactions_unioned_with_original,SELECT 108,success,model,0.1216890811920166,2024-02-20T09:23:38.507098Z,2024-02-20T09:23:38.612752Z,2024-02-20T09:23:38.497095Z,2024-02-20T09:23:38.505068Z,108,false,"WITH

grouped AS (

    SELECT * FROM ""postgres"".""transformed"".""int_grouped_on_group_id""

),

original AS (

    SELECT * FROM ""postgres"".""transformed"".""int_transactions_and_accounts_and_groups_joined""

),

unioned AS (

    SELECT
        group_id,
        total_amount,
        account_description

    FROM grouped

    UNION ALL

    SELECT
        group_id,
        amount,
        account_description

    FROM original

)

SELECT * FROM unioned",,,Thread-8 (worker),table,"{""_message"": ""SELECT 108"", ""code"": ""SELECT"", ""rows_affected"": 108}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.stg_dbt_invocations,model.view_selection_tool.stg_dbt_invocations,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,stg_dbt_invocations,CREATE VIEW,success,model,0.3502767086029053,2024-02-20T09:45:32.764850Z,2024-02-20T09:45:33.015087Z,2024-02-20T09:45:32.692818Z,2024-02-20T09:45:32.712850Z,-1,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""transformed_elementary"".""dbt_invocations""

),

useful_cols_only AS (

    SELECT
        invocation_id,
        selected

    FROM original

)

SELECT * FROM useful_cols_only",,,Thread-2 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.stg_dbt_models,model.view_selection_tool.stg_dbt_models,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,stg_dbt_models,CREATE VIEW,success,model,0.3662750720977783,2024-02-20T09:45:32.783201Z,2024-02-20T09:45:33.033100Z,2024-02-20T09:45:32.699850Z,2024-02-20T09:45:32.713818Z,-1,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""transformed_elementary"".""dbt_models""

),

useful_cols_only AS (

    SELECT
        unique_id as model_id,
        alias,
        database_name,
        schema_name,
        package_name,
        depends_on_nodes

    FROM original

)

SELECT * FROM useful_cols_only",,,Thread-3 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.stg_dbt_run_results,model.view_selection_tool.stg_dbt_run_results,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,stg_dbt_run_results,CREATE VIEW,success,model,0.3702731132507324,2024-02-20T09:45:32.790200Z,2024-02-20T09:45:33.040096Z,2024-02-20T09:45:32.704819Z,2024-02-20T09:45:32.715853Z,-1,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""transformed_elementary"".""dbt_run_results""

),

useful_cols_only AS (

    SELECT
        unique_id as model_id,
        invocation_id,
        rows_affected,
        materialization,
        compiled_code,
        compile_completed_at

    FROM original
    WHERE compiled_code IS NOT NULL

)

SELECT * FROM useful_cols_only",,,Thread-4 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.int_keep_models_relevant_package,model.view_selection_tool.int_keep_models_relevant_package,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,int_keep_models_relevant_package,CREATE VIEW,success,model,0.09300374984741211,2024-02-20T09:45:33.069091Z,2024-02-20T09:45:33.146116Z,2024-02-20T09:45:33.059089Z,2024-02-20T09:45:33.066088Z,-1,false,"WITH

all_packages AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_dbt_models""

),

relevant_package_only AS (

    SELECT
        model_id,
        alias,
        database_name,
        schema_name,
        depends_on_nodes


    FROM all_packages

    WHERE package_name = 'dbt_chatGPT_suggestion'

)

    SELECT * FROM relevant_package_only",,,Thread-6 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.int_join_with_run_results,model.view_selection_tool.int_join_with_run_results,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,int_join_with_run_results,CREATE VIEW,success,model,0.22005009651184082,2024-02-20T09:45:33.247141Z,2024-02-20T09:45:33.373142Z,2024-02-20T09:45:33.186121Z,2024-02-20T09:45:33.218140Z,-1,false,"WITH


relevant_package_only AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),


dbt_run_results AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_dbt_run_results""

),

joined AS (

    SELECT
        p.model_id,
        p.alias,
        p.database_name,
        p.schema_name,
        r.invocation_id,
        r.rows_affected,
        r.materialization,
        r.compiled_code,
        r.compile_completed_at

    FROM relevant_package_only p
    JOIN dbt_run_results r
    ON p.model_id = r.model_id

)

    SELECT * FROM joined",,,Thread-1 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.fct_destination_nodes,model.view_selection_tool.fct_destination_nodes,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,fct_destination_nodes,SELECT 1,success,model,0.3159971237182617,2024-02-20T09:45:33.195659Z,2024-02-20T09:45:33.467121Z,2024-02-20T09:45:33.171092Z,2024-02-20T09:45:33.192089Z,1,false,"WITH

all_models AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),

referenced_models AS (

    SELECT
        JSONB_ARRAY_ELEMENTS_TEXT(depends_on_nodes::JSONB) AS referenced_model_id

    FROM all_models

),

unique_referenced_models AS (

    SELECT DISTINCT
        referenced_model_id

    FROM referenced_models

),

destination_models AS (

    SELECT
        model_id

    FROM all_models

    WHERE model_id NOT IN
          (SELECT referenced_model_id FROM unique_referenced_models)

)

    SELECT * FROM destination_models",,,Thread-8 (worker),table,"{""_message"": ""SELECT 1"", ""code"": ""SELECT"", ""rows_affected"": 1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.fct_model_dependencies,model.view_selection_tool.fct_model_dependencies,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,fct_model_dependencies,SELECT 11,success,model,0.32700037956237793,2024-02-20T09:45:33.238141Z,2024-02-20T09:45:33.472120Z,2024-02-20T09:45:33.177088Z,2024-02-20T09:45:33.194620Z,11,false,"WITH

including_irrelevant_cols AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),

model_dependencies AS (

    SELECT
        model_id,
        depends_on_nodes,
        '""' || database_name || '"".""' || schema_name || '"".""' || alias || '""'
        AS compiled_code_reference

    FROM including_irrelevant_cols

)

    SELECT * FROM model_dependencies",,,Thread-5 (worker),table,"{""_message"": ""SELECT 11"", ""code"": ""SELECT"", ""rows_affected"": 11}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.int_only_materialized_models,model.view_selection_tool.int_only_materialized_models,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,int_only_materialized_models,CREATE VIEW,success,model,0.1699695587158203,2024-02-20T09:45:33.492088Z,2024-02-20T09:45:33.595107Z,2024-02-20T09:45:33.445141Z,2024-02-20T09:45:33.472120Z,-1,false,"WITH


all_materializations AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_join_with_run_results""

),

relevant_models_only AS (

    SELECT
        model_id,
        alias,
        database_name,
        schema_name,
        invocation_id,
        rows_affected,
        materialization

    FROM all_materializations

    WHERE materialization IN ('table', 'incremental', 'materialized_view')

)

    SELECT * FROM relevant_models_only",,,Thread-7 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.fct_all_models_plus_code,model.view_selection_tool.fct_all_models_plus_code,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,fct_all_models_plus_code,SELECT 11,success,model,0.2469637393951416,2024-02-20T09:45:33.480093Z,2024-02-20T09:45:33.640105Z,2024-02-20T09:45:33.436145Z,2024-02-20T09:45:33.468087Z,11,false,"WITH

including_other_cols AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_join_with_run_results""

),

most_recent_compiled_code_per_model AS (

    SELECT
        model_id,
        MAX(compile_completed_at) as latest_compiled_at

    FROM including_other_cols

    GROUP BY model_id

),

only_model_ids_plus_most_recent_code AS (

    SELECT
        i.model_id,
        i.compiled_code

    FROM including_other_cols i
    JOIN most_recent_compiled_code_per_model m ON i.model_id = m.model_id
    AND i.compile_completed_at = m.latest_compiled_at

)

    SELECT * FROM only_model_ids_plus_most_recent_code",,,Thread-3 (worker),table,"{""_message"": ""SELECT 11"", ""code"": ""SELECT"", ""rows_affected"": 11}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.int_include_monitoring_id,model.view_selection_tool.int_include_monitoring_id,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,int_include_monitoring_id,CREATE VIEW,success,model,0.10799837112426758,2024-02-20T09:45:33.640105Z,2024-02-20T09:45:33.720104Z,2024-02-20T09:45:33.618106Z,2024-02-20T09:45:33.634106Z,-1,false,"WITH

without_monitoring_id AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_only_materialized_models""

),

including_monitoring_id AS (

    SELECT
        model_id,
        invocation_id,
        invocation_id || '.' || '""' || database_name || '"".""' || schema_name || '"".""' || alias || '""'
        AS monitoring_id,
        rows_affected,
        materialization

    FROM without_monitoring_id
)

    SELECT * FROM including_monitoring_id",,,Thread-6 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
053698d1-d4b9-4aca-9d36-b6f431202c14.model.view_selection_tool.int_maintenance_fractions,model.view_selection_tool.int_maintenance_fractions,053698d1-d4b9-4aca-9d36-b6f431202c14,2024-02-20 09:45:35,2024-02-20 09:45:35.890319,int_maintenance_fractions,CREATE VIEW,success,model,0.08199906349182129,2024-02-20T09:45:33.739105Z,2024-02-20T09:45:33.809104Z,2024-02-20T09:45:33.731104Z,2024-02-20T09:45:33.737105Z,-1,false,"WITH

rows_affected_per_run AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_include_monitoring_id""

),

row_counts_per_model AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_data_monitoring_metrics""

),

maintenenace_fractions AS (

    SELECT
        row_affected.model_id,
        row_affected.invocation_id,
        row_affected.rows_affected,
        row_affected.materialization,
        row_counts.row_count,
        CASE
            WHEN row_counts.row_count = 0 THEN NULL
            ELSE row_affected.rows_affected / row_counts.row_count
        END as maintenance_fraction

    FROM rows_affected_per_run row_affected
    JOIN row_counts_per_model row_counts
    ON row_affected.monitoring_id = row_counts.monitoring_id

)

    SELECT * FROM maintenenace_fractions",,,Thread-1 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
